Unique ID,Job Title,Salary Estimate,Company Rating,Company Name,Company Location,Headquarters Location,Number of Employees,Date Founded,Type of Ownership,Industry,Sector,Revenue (USD),Quality Score
1129,Data Analyst- Remote,"$40,500.00",3.9,Fred Beans,PA,Doylestown,1001-5000 Employees,Unknown,Company - Private,Vehicle Dealers,Retail,"$1,000,000,000-$2,000,000,000",2.76
1130,SQL Data Analyst,"$40,500.00",3.9,"Zachary Piper Solutions, LLC",PA,Mc Lean,51-200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$10,000,000-$25,000,000",2.76
1131,Business/Data Analyst,"$40,500.00",3.4,Infinity Consulting Solutions,DE,New York,501-1000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",2.46
1132,Data and Information Analyst,"$40,500.00",2.4,"PMHCC, Inc.",PA,Philadelphia,501-1000 Employees,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,1.86
1133,Data Analyst,"$40,500.00",3.2,Angeion Group,PA,Philadelphia,1-50 Employees,Unknown,Company - Private,Consulting,Business Services,Unknown,2.34
1134,Data Analyst,"$40,500.00",3.8,"iTech Solutions, Inc",PA,Farmington,51-200 Employees,1995,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",2.7
1135,Data Analyst,"$40,500.00",2.6,AccessLex Institute,PA,West Chester,51-200 Employees,Unknown,Nonprofit Organization,Colleges & Universities,Education,Unknown,1.98
1136,Senior CX Data Analyst,"$40,500.00",3.2,Vanguard,PA,Malvern,10000+ Employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown,2.34
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO","$40,500.00",3.9,TD Bank,NJ,Toronto,10000+ Employees,1855,Company - Public,Banks & Credit Unions,Finance,"$10,000,000,000+",2.76
1138,Vertical Lift Data Exploitation Analyst,"$40,500.00",3.7,Boeing,PA,Chicago,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,"$10,000,000,000+",2.64
1139,Data Governance Analyst,"$40,500.00",4.7,TeamSoft,PA,Middleton,201-500 Employees,1996,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.24
1140,Business Data Analyst,"$40,500.00",4.2,Freedom Mortgage,NJ,Mount Laurel,1001-5000 Employees,1990,Company - Private,Investment Banking & Asset Management,Finance,"$1,000,000,000-$2,000,000,000",2.94
1141,Business Analyst - Data Science & SQL,"$40,500.00",3.5,"Computer Enterprises, Inc.",PA,Pittsburgh,501-1000 Employees,1992,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",2.52
1142,Lead Geophysical Data Analyst,"$40,500.00",3.5,Weston Solutions Inc.,PA,West Chester,1001-5000 Employees,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities","$500,000,000 to $1,000,000,000",2.52
1143,Sales Data Analyst,"$40,500.00",3.7,McGrath Systems,PA,Blue Bell,1-50 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",2.64
1144,Data Analyst,"$40,500.00",Unknown,DL Staffing Solutions,PA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.6
1145,Business Analyst/Data Domain Expert,"$40,500.00",3.2,"Numeric, LLC",PA,Chadds Ford,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"$5,000,000-$10,000,000",2.34
1146,Junior Data Analyst - SQL Programmer,"$40,500.00",2.7,TechUSA,PA,Millersville,1001-5000 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",2.04
1147,Data Analyst,"$40,500.00",4.5,Piper Companies,PA,Mc Lean,201-500 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown,3.12
1148,Business / Data Analyst,"$40,500.00",4.1,Kforce,DE,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",2.88
1149,"Business Analyst with Data domain,media","$40,500.00",Unknown,LiveMindz,PA,Dallas,51-200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,0.6
1150,Data Analyst,"$40,500.00",3.9,"Zachary Piper Solutions, LLC",PA,Mc Lean,51-200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$10,000,000-$25,000,000",2.76
1151,Senior Data Analyst,"$40,500.00",3.6,A2C Consulting,PA,Philadelphia,1-50 Employees,1994,Company - Private,Consulting,Business Services,Unknown,2.58
1152,Senior Healthcare Data Analyst - Cost and Utilization Analysis,"$88,500.00",3.6,Community Behavioral Health,PA,Phila,201-500 Employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,"$500,000,000 to $1,000,000,000",5.46
1153,Pharmaceutical Customer Data Analyst,"$88,500.00",4.1,APN Software Services Inc.,PA,Newark,51-200 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",5.76
1154,Data Analyst,"$88,500.00",4.4,Contemporary Staffing Solutions,PA,Mount Laurel,1001-5000 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",5.94
1155,Senior Data Analyst,"$88,500.00",3.5,The Judge Group,PA,Wayne,1001-5000 Employees,1970,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",5.4
1156,Program Manager / Business Data Analyst,"$88,500.00",2.3,Versant Health,PA,Linthicum,1001-5000 Employees,Unknown,Company - Private,Insurance Carriers,Insurance,Unknown,4.68
1157,DBA / Data Analyst,"$88,500.00",4.2,Micro-Data Systems Inc.,PA,Holmdel,51-200 Employees,1992,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",5.82
1158,Analyst - Data Intelligence (US),"$88,500.00",2.4,Avantor,PA,Radnor,10000+ Employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",4.74
1159,"Data Analyst (Philadelphia, PA)","$88,500.00",3.7,Tetra Tech,PA,Pasadena,10000+ Employees,1966,Company - Public,Architectural & Engineering Services,Business Services,"$2,000,000,000-$5,000,000,000",5.52
1160,Data & Systems Analyst,"$88,500.00",4.2,Freedom Mortgage,NJ,Mount Laurel,1001-5000 Employees,1990,Company - Private,Investment Banking & Asset Management,Finance,"$1,000,000,000-$2,000,000,000",5.82
1161,Business Analyst - Data and Analytics,"$88,500.00",2.7,Eastern Airlines LLC,PA,Miami,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,"$5,000,000-$10,000,000",4.92
1162,Lead Data Analyst,"$88,500.00",4.3,NextGen Global Resources LLC,PA,San Diego,501-1000 Employees,2009,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,"$100,000,000-$500,000,000",5.88
1163,Senior Data Analyst - Client Experience,"$88,500.00",3.2,Vanguard,PA,Malvern,10000+ Employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown,5.22
1164,Data Analyst and Report Writer,"$88,500.00",3.5,The Judge Group,PA,Wayne,1001-5000 Employees,1970,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",5.4
1165,Payment Integrity Data Analyst,"$88,500.00",3.7,amerihealth,PA,Philadelphia,5001-10000 Employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,"$25,000,000-$50,000,000",5.52
1166,Lead Data Analyst,"$88,500.00",3.9,GSK,PA,Brentford,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$10,000,000,000+",5.64
1167,Data Analyst-(analytics),"$88,500.00",3.6,A2C Consulting,PA,Philadelphia,1-50 Employees,1994,Company - Private,Consulting,Business Services,Unknown,5.46
1168,Pharmaceutical Data Analyst – Analytics,"$88,500.00",Unknown,ConcertAI,PA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.72
1169,Patient Recruitment Data Analyst (ArcGIS),"$88,500.00",Unknown,Pharmica Consulting,PA,Sparta,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown,4.72
1170,Virology Data Analysts,"$88,500.00",3.4,Eurofins,PA,Luxembourg,10000+ Employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",5.34
1171,Biochemist Data Analyst,"$88,500.00",3.4,Eurofins,PA,Luxembourg,10000+ Employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",5.34
1172,Data Governance Analyst,"$88,500.00",4.2,Freedom Mortgage,NJ,Mount Laurel,1001-5000 Employees,1990,Company - Private,Investment Banking & Asset Management,Finance,"$1,000,000,000-$2,000,000,000",5.82
1173,Senior Healthcare Data Analyst,"$88,500.00",5.0,Cambridge Advisory Group,PA,King of Prussia,1-50 Employees,Unknown,Company - Private,Consulting,Business Services,"$1,000,000-$5,000,000",6.3
1174,Healthcare Data Analytics Analyst Senior,"$88,500.00",Unknown,Amerihealth Caritas Health Plan,PA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.72
1175,SR BUSINESS DATA ANALYST PRN,"$88,500.00",3.3,Cooper University Health Care,NJ,Camden,5001-10000 Employees,1887,Hospital,Health Care Services & Hospitals,Health Care,Unknown,5.28
1176,AWS Analys/ Data analyst,"$88,500.00",3.9,Diverse Lynx,PA,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",5.64
1177,Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,"$88,500.00",3.7,amerihealth,PA,Philadelphia,5001-10000 Employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,"$25,000,000-$50,000,000",5.52
1178,Sport & Data Analyst,"$88,500.00",Unknown,Philadelphia 76ers - HBSE,NJ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.72
1179,Data Analyst Supporting the FBI #20-188,"$88,500.00",2.8,Forfeiture Support Associates,PA,Ashburn,1001-5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",4.98
1180,Data Engineer/Reporting Analyst,"$88,500.00",1.6,"Management Decisions, Inc.",PA,Milwaukee,1-50 Employees,Unknown,Company - Public,Advertising & Marketing,Business Services,"$1,000,000-$5,000,000",4.26
1181,Sr. Data Analyst - Project Manager,"$88,500.00",2.7,TechUSA,PA,Millersville,1001-5000 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.92
1182,Data Analyst SAS Programmer,"$71,500.00",4.6,SRG Woolf,PA,Raleigh,1-50 Employees,1995,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",5.04
1183,Sr. Data Analyst,"$71,500.00",3.8,"Login Consulting Services, Inc",PA,El Segundo,51-200 Employees,Unknown,Company - Private,Consulting,Business Services,"$5,000,000-$10,000,000",4.56
1184,"Systems Analyst, Quality Data System","$71,500.00",3.3,Adaptimmune Ltd,PA,Abingdon,201-500 Employees,Unknown,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,4.26
1185,Data Visualization Project Manager/ Business Analyst (PM / BA),"$71,500.00",4.8,Trillium Solutions Group,PA,Highland Park,1-50 Employees,2002,Private Practice / Firm,IT Services,Information Technology,"$1,000,000-$5,000,000",5.16
1186,Stability Data Analyst,"$71,500.00",Unknown,Eurofins USA PSS Insourcing Solutions,PA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.26
1187,Business Analyst/Data Analyst,"$71,500.00",3.5,The Judge Group,DE,Wayne,1001-5000 Employees,1970,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.38
1188,Stability Data Analyst,"$71,500.00",Unknown,EUROFINS SCIENT.,PA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.26
1189,Data Analyst Junior,"$71,500.00",5.0,"Staffigo Technical Services, LLC",DE,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.28
1190,Business Intelligence and Data Sciences Analyst,"$71,500.00",3.6,TE Connectivity,PA,Schaffhausen,10000+ Employees,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,"$10,000,000,000+",4.44
1191,Sr Business Analyst (Data Quality),"$71,500.00",4.2,Freedom Mortgage,NJ,Mount Laurel,1001-5000 Employees,1990,Company - Private,Investment Banking & Asset Management,Finance,"$1,000,000,000-$2,000,000,000",4.8
1192,Healthcare Data Analytics Analyst Senior,"$71,500.00",3.1,AmeriHealth Caritas,PA,Philadelphia,5001-10000 Employees,1983,Company - Private,Insurance Carriers,Insurance,"$5,000,000,000-$10,000,000,000",4.14
1193,"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing","$71,500.00",1.6,"Management Decisions, Inc.",PA,Milwaukee,1-50 Employees,Unknown,Company - Public,Advertising & Marketing,Business Services,"$1,000,000-$5,000,000",3.24
1194,Technical Business Analyst (Data Warehouse),"$71,500.00",4.5,Piper Companies,PA,Mc Lean,201-500 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.98
1195,Data Link Analyst,"$71,500.00",3.3,Future Technologies Inc.,NJ,Plainfield,1001-5000 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"$5,000,000-$10,000,000",4.26
1196,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE","$71,500.00",3.2,BNY Mellon,DE,New York,10000+ Employees,1784,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",4.2
1197,Technical Business Analyst (Data Warehouse),"$71,500.00",3.9,"Zachary Piper Solutions, LLC",PA,Mc Lean,51-200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$10,000,000-$25,000,000",4.62
1198,Certified Tumor Registrar/Data Analyst [CTR and experience required],"$71,500.00",4.0,Fox Chase Cancer Center,PA,Philadelphia,1001-5000 Employees,1974,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$100,000,000-$500,000,000",4.68
1199,Data Center Migration PMO Analyst/PMO Lead,"$71,500.00",4.1,Kforce,DE,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",4.74
1200,Data Center Migration PMO Analyst/PMO Lead,"$71,500.00",Unknown,Kforce Technology Staffing,DE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.26
1201,Data Analyst / Tableau Developer,"$52,500.00",3.9,"Technocrafts, Inc.",TX,Chantilly,1-50 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,"$1,000,000-$5,000,000",3.48
1202,Data Analyst,"$52,500.00",3.4,Ionidea,TX,Fairfax,1001-5000 Employees,1991,Company - Private,IT Services,Information Technology,Unknown,3.18
1203,Data Analyst,"$52,500.00",4.0,CYNET SYSTEMS,TX,Ashburn,501-1000 Employees,2010,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.54
1204,Data Analyst,"$52,500.00",3.1,Integrated Resources,TX,Edison,201-500 Employees,1996,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",3.0
1205,Data Analyst I,"$52,500.00",3.0,Deacon Recruiting,TX,San Antonio,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"$1,000,000-$5,000,000",2.94
1206,Data Reporting Analyst,"$52,500.00",3.9,Indotronix International Corporation,TX,Rochester,501-1000 Employees,1986,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.48
1207,Data Analyst,"$52,500.00",3.9,Diverse Lynx,TX,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",3.48
1208,Data Analyst,"$52,500.00",3.7,Huntington Ingalls Industries,TX,Newport News,10000+ Employees,2011,Company - Public,Aerospace & Defense,Aerospace & Defense,"$5,000,000,000-$10,000,000,000",3.36
1209,Marketing & Data Analyst,"$52,500.00",4.1,Principle Auto,TX,San Antonio,501-1000 Employees,2014,Company - Private,Vehicle Dealers,Retail,Unknown,3.6
1210,Data Analyst,"$52,500.00",3.4,C2 GPS- Alamo Workforce,TX,Austin,501-1000 Employees,2010,Company - Private,Consulting,Business Services,Unknown,3.18
1211,Data Reporting Analyst,"$52,500.00",3.4,Vantage Bank Texas,TX,San Antonio,201-500 Employees,1985,Company - Private,Banks & Credit Unions,Finance,"$1,000,000,000-$2,000,000,000",3.18
1212,"Data & Reporting Analyst, Distribution Planning & Operations","$52,500.00",4.3,H E B,TX,San Antonio,10000+ Employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,"$10,000,000,000+",3.72
1213,Data Analyst,"$52,500.00",2.5,Vinsari,TX,Irving,51-200 Employees,Unknown,Other Organization,Unknown,Unknown,Unknown,2.64
1214,Epidemiologist - Data Analyst,"$52,500.00",4.0,"CICONIX, LLC",TX,Annapolis,1-50 Employees,Unknown,Company - Private,Federal Agencies,Government,Unknown,3.54
1215,Contract Data Analyst,"$52,500.00",Unknown,"Amyx, Iinc.",TX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.63
1216,Epidemiology Data Analyst,"$52,500.00",2.8,NJVC,TX,Chantilly,1001-5000 Employees,2001,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",2.82
1217,Data Business Solutions Analyst,"$52,500.00",3.7,Randstad,TX,Atlanta,1001-5000 Employees,Unknown,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown,3.36
1218,Data Analyst,"$52,500.00",5.0,"Staffigo Technical Services, LLC",TX,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.14
1219,Risk Data Analyst,"$52,500.00",3.0,Deacon Recruiting,TX,San Antonio,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"$1,000,000-$5,000,000",2.94
1220,Contract Data Analyst,"$52,500.00",4.0,"Amyx, Inc.",TX,Reston,501-1000 Employees,1999,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.54
1221,Senior Data Analyst,"$52,500.00",4.5,Scaleworks,TX,San Antonio,1-50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown,3.84
1222,Senior Data Analyst,"$52,500.00",3.5,HCL Technologies Ltd.,TX,Noida,10000+ Employees,1991,Company - Public,Computer Hardware & Software,Information Technology,"$5,000,000,000-$10,000,000,000",3.24
1223,Data Analyst,"$52,500.00",3.3,CDO Technologies Inc,TX,Dayton,201-500 Employees,1995,Company - Private,Computer Hardware & Software,Information Technology,"$50,000,000-$100,000,000",3.12
1224,"Epidemiology/Data Analyst, San Antonio, TX, US, ID","$52,500.00",Unknown,Cherokee Federal,TX,Rusk,1-50 Employees,Unknown,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,1.63
1225,Senior Data Analyst,"$52,500.00",4.1,Kforce,TX,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",3.6
1226,Senior Data Science Analyst,"$52,500.00",2.9,PETCO,TX,San Diego,10000+ Employees,1965,Company - Private,Pet & Pet Supplies Stores,Retail,"$2,000,000,000-$5,000,000,000",2.88
1227,"Data Analyst ( SAS,SQL)","$52,500.00",3.7,eTeam Inc.,TX,South Plainfield,51-200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",3.36
1228,Data Analyst - Top Secret w/ SCI Eligibility,"$52,500.00",4.0,LMI,TX,Tysons,1001-5000 Employees,1961,Nonprofit Organization,Consulting,Business Services,"$100,000,000-$500,000,000",3.54
1229,Epidemiology/Data Analyst,"$52,500.00",4.0,CAMRIS International,TX,Bethesda,201-500 Employees,2003,Company - Private,Federal Agencies,Government,"$50,000,000-$100,000,000",3.54
1230,Epidemiology Data Analyst,"$52,500.00",3.5,General Dynamics Information Technology,TX,Fairfax,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,"$10,000,000,000+",3.24
1231,Senior Data Analyst,"$81,000.00",3.3,Convene Technologies,TX,Tampa,51-200 Employees,2005,Company - Private,IT Services,Information Technology,Unknown,4.83
1232,Data Security Analyst,"$81,000.00",Unknown,Cyber Warrior Network,TX,San Antonio,1-50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown,4.08
1233,Data Security Analyst,"$81,000.00",2.6,nana,TX,Kotzebue,1001-5000 Employees,1991,Unknown,Social Assistance,Non-Profit,"$2,000,000,000-$5,000,000,000",4.41
1234,Data Security Analyst,"$81,000.00",3.3,Akima Management Services,TX,Herndon,5001-10000 Employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,"$1,000,000,000-$2,000,000,000",4.83
1235,Data Analyst/Engineers,"$81,000.00",3.9,Diverse Lynx,TX,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",5.19
1236,Senior Contract Data Analyst,"$81,000.00",Unknown,"Amyx, Iinc.",TX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.08
1237,Epidemiology Data Analyst,"$81,000.00",3.8,Chenega Healthcare Services,TX,San Antonio,501-1000 Employees,1974,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown,5.13
1238,IT Data Science Analyst,"$81,000.00",4.1,Kforce,TX,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",5.31
1239,"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID","$81,000.00",3.2,"Cherokee Nation Businesses, LLC",TX,Catoosa,1001-5000 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"$500,000,000 to $1,000,000,000",4.77
1240,TECHNICAL DATA ANALYST,"$81,000.00",3.8,Spectrum Comm,TX,Newport News,51-200 Employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,"$25,000,000-$50,000,000",5.13
1241,Senior Contract Data Analyst,"$81,000.00",4.0,"Amyx, Inc.",TX,Reston,501-1000 Employees,1999,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.25
1242,"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance","$81,000.00",Unknown,Cherokee Federal,TX,Rusk,1-50 Employees,Unknown,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,4.08
1243,Senior Risk Analyst-Data,"$81,000.00",3.9,Peyton Resource Group,TX,Irving,1-50 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",5.19
1244,Functional Analyst (CECL Data),"$81,000.00",4.4,Softcom Systems,TX,Princeton,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"$1,000,000-$5,000,000",5.49
1245,Data Analyst with Security Clearance,"$81,000.00",3.3,CDO Technologies Inc,TX,Dayton,201-500 Employees,1995,Company - Private,Computer Hardware & Software,Information Technology,"$50,000,000-$100,000,000",4.83
1246,"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance","$81,000.00",Unknown,Cherokee Federal,TX,Rusk,1-50 Employees,Unknown,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,4.08
1247,"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)","$81,000.00",3.1,Strategic Staffing Solutions,TX,Detroit,1001-5000 Employees,1990,Contract,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.71
1248,"Sr. Risk Analyst (IT, IS and/or Data expertise)","$81,000.00",3.1,Strategic Staffing Solutions,TX,Detroit,1001-5000 Employees,1990,Contract,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.71
1249,Navy Maintenance Data Systems Analyst,"$99,000.00",3.6,CACI International,CA,Arlington,10000+ Employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,"$2,000,000,000-$5,000,000,000",6.1
1250,Data Analyst,"$99,000.00",3.3,Midland Credit Management,CA,San Diego,1001-5000 Employees,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,"$1,000,000,000-$2,000,000,000",5.92
1251,Research Data Analyst,"$99,000.00",4.3,UC San Diego,CA,La Jolla,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown,6.52
1252,Data Analyst II,"$99,000.00",3.0,HealthStream,CA,Nashville,501-1000 Employees,1990,Company - Public,Education Training Services,Education,"$100,000,000-$500,000,000",5.74
1253,Data Analyst,"$99,000.00",4.5,Conflux Systems Inc.,CA,Alpharetta,1-50 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"<$1,000,000",6.64
1254,Data Analyst,"$99,000.00",3.7,22nd Century Technologies,CA,Somerset,1001-5000 Employees,1997,Company - Private,IT Services,Information Technology,"$25,000,000-$50,000,000",6.16
1255,Division Data and Financial Analyst,"$99,000.00",4.2,University of California,CA,Oakland,10000+ Employees,1868,College / University,Colleges & Universities,Education,"$5,000,000,000-$10,000,000,000",6.46
1256,Research Data Analyst,"$99,000.00",3.7,University of California - San Diego Medical Centers,CA,San Diego,10000+ Employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown,6.16
1257,Data Analyst 3,"$99,000.00",4.0,"BD (Becton, Dickinson and Company)",CA,Unknown,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown,6.34
1258,Data Analyst,"$99,000.00",3.4,Client Solution Architects,CA,Mechanicsburg,201-500 Employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,"$50,000,000-$100,000,000",5.98
1259,Data Analyst,"$99,000.00",4.2,Cue,CA,San Diego,51-200 Employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,6.46
1260,Junior Data Analyst,"$99,000.00",5.0,"Staffigo Technical Services, LLC",CA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",6.94
1261,Data Analyst,"$99,000.00",3.2,Encore Capital Group,CA,San Diego,5001-10000 Employees,1953,Company - Public,Financial Analytics & Research,Finance,"$1,000,000,000-$2,000,000,000",5.86
1262,Data Analyst - VerityStream,"$99,000.00",3.0,HealthStream,CA,Nashville,501-1000 Employees,1990,Company - Public,Education Training Services,Education,"$100,000,000-$500,000,000",5.74
1263,Data Analyst,"$99,000.00",4.4,ProMedia,CA,Miami,1-50 Employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown,6.58
1264,Senior Data Analyst,"$99,000.00",3.4,Axos Bank,CA,San Diego,1001-5000 Employees,2000,Company - Public,Banks & Credit Unions,Finance,"$500,000,000 to $1,000,000,000",5.98
1265,Business Data Analyst (SQL / Tableau),"$99,000.00",4.8,Sayva Solutions,CA,La Jolla,51-200 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown,6.82
1266,Data & Business Intelligence Analyst,"$99,000.00",5.0,The Rock Church,CA,Fenton,1-50 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,Unknown,6.94
1267,Fleet Optimization Data Analyst (Solar + Storage),"$99,000.00",3.2,Stem,CA,Millbrae,51-200 Employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities","$25,000,000-$50,000,000",5.86
1268,Data Analyst,"$99,000.00",3.8,Tandem Diabetes,CA,San Diego,1001-5000 Employees,2006,Company - Public,Health Care Products Manufacturing,Manufacturing,"$50,000,000-$100,000,000",6.22
1269,Data Steward/Configuration Analyst,"$99,000.00",3.9,Illumina,CA,San Diego,5001-10000 Employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",6.28
1270,Administrative Assistant / Data Analyst Supporting the DEA #20-318,"$99,000.00",2.8,Forfeiture Support Associates,CA,Ashburn,1001-5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",5.62
